min_score,min_margin,correct_trigger,correct_abstain,false_trigger,wrong_tier,miss,neighbor_worst_correct
0.655,0.017,17,31,1,0,31,0
0.655,0.018,15,31,1,0,33,0
0.655,0.019,13,31,1,0,35,0
0.655,0.02,12,31,1,0,36,0
0.655,0.021,11,31,1,0,37,0
0.655,0.022,10,32,0,0,38,0
0.655,0.023,10,32,0,0,38,9
0.655,0.024,9,32,0,0,39,7
0.655,0.025,7,32,0,0,41,7
0.655,0.026,7,32,0,0,41,7
0.655,0.027,7,32,0,0,41,7
0.655,0.028,7,32,0,0,41,7
0.655,0.029,7,32,0,0,41,7
0.655,0.03,7,32,0,0,41,7
0.655,0.031,7,32,0,0,41,7
0.655,0.032,7,32,0,0,41,5
0.655,0.033,5,32,0,0,43,4
0.655,0.034,4,32,0,0,44,4
0.655,0.035,4,32,0,0,44,4
0.655,0.036,4,32,0,0,44,1
0.655,0.037,1,32,0,0,47,1
0.655,0.038,1,32,0,0,47,1
0.655,0.039,1,32,0,0,47,0
0.655,0.04,0,32,0,0,48,0
0.655,0.041,0,32,0,0,48,0
0.655,0.042,0,32,0,0,48,0
0.655,0.043,0,32,0,0,48,0
0.655,0.044,0,32,0,0,48,0
0.655,0.045,0,32,0,0,48,0
0.655,0.046,0,32,0,0,48,0
0.655,0.047,0,32,0,0,48,0
0.655,0.048,0,32,0,0,48,0
0.655,0.049,0,32,0,0,48,0
0.655,0.05,0,32,0,0,48,0
0.66,0.0,39,11,21,8,1,0
0.66,0.001,38,12,20,8,2,0
0.66,0.002,38,13,19,8,2,0
0.66,0.003,37,15,17,5,6,0
0.66,0.004,37,16,16,5,6,0
0.66,0.005,34,20,12,3,11,0
0.66,0.006,34,21,11,3,11,0
0.66,0.007,34,22,10,2,12,0
0.66,0.008,33,23,9,2,13,0
0.66,0.009,32,24,8,1,15,0
0.66,0.01,31,25,7,1,16,0
0.66,0.011,30,28,4,1,17,0
0.66,0.012,27,29,3,0,21,0
0.66,0.013,25,31,1,0,23,0
0.66,0.014,24,31,1,0,24,0
0.66,0.015,24,31,1,0,24,0
0.66,0.016,22,31,1,0,26,0
0.66,0.017,17,31,1,0,31,0
0.66,0.018,15,31,1,0,33,0
0.66,0.019,13,31,1,0,35,0
0.66,0.02,12,31,1,0,36,0
0.66,0.021,11,31,1,0,37,0
0.66,0.022,10,32,0,0,38,0
0.66,0.023,10,32,0,0,38,9
0.66,0.024,9,32,0,0,39,7
0.66,0.025,7,32,0,0,41,7
0.66,0.026,7,32,0,0,41,7
0.66,0.027,7,32,0,0,41,7
0.66,0.028,7,32,0,0,41,7
0.66,0.029,7,32,0,0,41,7
0.66,0.03,7,32,0,0,41,7
0.66,0.031,7,32,0,0,41,7
0.66,0.032,7,32,0,0,41,5
0.66,0.033,5,32,0,0,43,4
0.66,0.034,4,32,0,0,44,4
0.66,0.035,4,32,0,0,44,4
0.66,0.036,4,32,0,0,44,1
0.66,0.037,1,32,0,0,47,1
0.66,0.038,1,32,0,0,47,1
0.66,0.039,1,32,0,0,47,0
0.66,0.04,0,32,0,0,48,0
0.66,0.041,0,32,0,0,48,0
0.66,0.042,0,32,0,0,48,0
0.66,0.043,0,32,0,0,48,0
0.66,0.044,0,32,0,0,48,0
0.66,0.045,0,32,0,0,48,0
0.66,0.046,0,32,0,0,48,0
0.66,0.047,0,32,0,0,48,0
0.66,0.048,0,32,0,0,48,0
0.66,0.049,0,32,0,0,48,0
0.66,0.05,0,32,0,0,48,0
0.665,0.0,39,11,21,8,1,0
0.665,0.001,38,12,20,8,2,0
0.665,0.002,38,13,19,8,2,0
0.665,0.003,37,15,17,5,6,0
0.665,0.004,37,16,16,5,6,0
0.665,0.005,34,20,12,3,11,0
0.665,0.006,34,21,11,3,11,0
0.665,0.007,34,22,10,2,12,0
0.665,0.008,33,23,9,2,13,0
0.665,0.009,32,24,8,1,15,0
0.665,0.01,31,25,7,1,16,0
0.665,0.011,30,28,4,1,17,0
0.665,0.012,27,29,3,0,21,0
0.665,0.013,25,31,1,0,23,0
0.665,0.014,24,31,1,0,24,0
0.665,0.015,24,31,1,0,24,0
0.665,0.016,22,31,1,0,26,0
0.665,0.017,17,31,1,0,31,0
0.665,0.018,15,31,1,0,33,0
0.665,0.019,13,31,1,0,35,0
0.665,0.02,12,31,1,0,36,0
0.665,0.021,11,31,1,0,37,0
0.665,0.022,10,32,0,0,38,0
0.665,0.023,10,32,0,0,38,9
0.665,0.024,9,32,0,0,39,7
0.665,0.025,7,32,0,0,41,7
0.665,0.026,7,32,0,0,41,7
0.665,0.027,7,32,0,0,41,7
0.665,0.028,7,32,0,0,41,7
0.665,0.029,7,32,0,0,41,7
0.665,0.03,7,32,0,0,41,7
0.665,0.031,7,32,0,0,41,7
0.665,0.032,7,32,0,0,41,5
0.665,0.033,5,32,0,0,43,4
0.665,0.034,4,32,0,0,44,4
0.665,0.035,4,32,0,0,44,4
0.665,0.036,4,32,0,0,44,1
0.665,0.037,1,32,0,0,47,1
0.665,0.038,1,32,0,0,47,1
0.665,0.039,1,32,0,0,47,0
0.665,0.04,0,32,0,0,48,0
0.665,0.041,0,32,0,0,48,0
0.665,0.042,0,32,0,0,48,0
0.665,0.043,0,32,0,0,48,0
0.665,0.044,0,32,0,0,48,0
0.665,0.045,0,32,0,0,48,0
0.665,0.046,0,32,0,0,48,0
0.665,0.047,0,32,0,0,48,0
0.665,0.048,0,32,0,0,48,0
0.665,0.049,0,32,0,0,48,0
0.665,0.05,0,32,0,0,48,0
0.67,0.0,39,11,21,8,1,0
0.67,0.001,38,12,20,8,2,0
0.67,0.002,38,13,19,8,2,0
0.67,0.003,37,15,17,5,6,0
0.67,0.004,37,16,16,5,6,0
0.67,0.005,34,20,12,3,11,0
0.67,0.006,34,21,11,3,11,0
0.67,0.007,34,22,10,2,12,0
0.67,0.008,33,23,9,2,13,0
0.67,0.009,32,24,8,1,15,0
0.67,0.01,31,25,7,1,16,0
0.67,0.011,30,28,4,1,17,0
0.67,0.012,27,29,3,0,21,0
0.67,0.013,25,31,1,0,23,0
0.67,0.014,24,31,1,0,24,0
0.67,0.015,24,31,1,0,24,0
0.67,0.016,22,31,1,0,26,0
0.67,0.017,17,31,1,0,31,0
0.67,0.018,15,31,1,0,33,0
0.67,0.019,13,31,1,0,35,0
0.67,0.02,12,31,1,0,36,0
0.67,0.021,11,31,1,0,37,0
0.67,0.022,10,32,0,0,38,0
0.67,0.023,10,32,0,0,38,9
0.67,0.024,9,32,0,0,39,7
0.67,0.025,7,32,0,0,41,7
0.67,0.026,7,32,0,0,41,7
0.67,0.027,7,32,0,0,41,7
0.67,0.028,7,32,0,0,41,7
0.67,0.029,7,32,0,0,41,7
0.67,0.03,7,32,0,0,41,7
0.67,0.031,7,32,0,0,41,7
0.67,0.032,7,32,0,0,41,5
0.67,0.033,5,32,0,0,43,4
0.67,0.034,4,32,0,0,44,4
0.67,0.035,4,32,0,0,44,4
0.67,0.036,4,32,0,0,44,1
0.67,0.037,1,32,0,0,47,1
0.67,0.038,1,32,0,0,47,1
0.67,0.039,1,32,0,0,47,0
0.67,0.04,0,32,0,0,48,0
0.67,0.041,0,32,0,0,48,0
0.67,0.042,0,32,0,0,48,0
0.67,0.043,0,32,0,0,48,0
0.67,0.044,0,32,0,0,48,0
0.67,0.045,0,32,0,0,48,0
0.67,0.046,0,32,0,0,48,0
0.67,0.047,0,32,0,0,48,0
0.67,0.048,0,32,0,0,48,0
0.67,0.049,0,32,0,0,48,0
0.67,0.05,0,32,0,0,48,0
0.675,0.0,39,11,21,8,1,0
0.675,0.001,38,12,20,8,2,0
0.675,0.002,38,13,19,8,2,0
0.675,0.003,37,15,17,5,6,0
0.675,0.004,37,16,16,5,6,0
0.675,0.005,34,20,12,3,11,0
0.675,0.006,34,21,11,3,11,0
0.675,0.007,34,22,10,2,12,0
0.675,0.008,33,23,9,2,13,0
0.675,0.009,32,24,8,1,15,0
0.675,0.01,31,25,7,1,16,0
0.675,0.011,30,28,4,1,17,0
0.675,0.012,27,29,3,0,21,0
0.675,0.013,25,31,1,0,23,0
0.675,0.014,24,31,1,0,24,0
0.675,0.015,24,31,1,0,24,0
0.675,0.016,22,31,1,0,26,0
0.675,0.017,17,31,1,0,31,0
0.675,0.018,15,31,1,0,33,0
0.675,0.019,13,31,1,0,35,0
0.675,0.02,12,31,1,0,36,0
0.675,0.021,11,31,1,0,37,0
0.675,0.022,10,32,0,0,38,0
0.675,0.023,10,32,0,0,38,9
0.675,0.024,9,32,0,0,39,7
0.675,0.025,7,32,0,0,41,7
0.675,0.026,7,32,0,0,41,7
0.675,0.027,7,32,0,0,41,7
0.675,0.028,7,32,0,0,41,7
0.675,0.029,7,32,0,0,41,7
0.675,0.03,7,32,0,0,41,7
0.675,0.031,7,32,0,0,41,7
0.675,0.032,7,32,0,0,41,5
0.675,0.033,5,32,0,0,43,4
0.675,0.034,4,32,0,0,44,4
0.675,0.035,4,32,0,0,44,4
0.675,0.036,4,32,0,0,44,1
0.675,0.037,1,32,0,0,47,1
0.675,0.038,1,32,0,0,47,1
0.675,0.039,1,32,0,0,47,0
0.675,0.04,0,32,0,0,48,0
0.675,0.041,0,32,0,0,48,0
0.675,0.042,0,32,0,0,48,0
0.675,0.043,0,32,0,0,48,0
0.675,0.044,0,32,0,0,48,0
0.675,0.045,0,32,0,0,48,0
0.675,0.046,0,32,0,0,48,0
0.675,0.047,0,32,0,0,48,0
0.675,0.048,0,32,0,0,48,0
0.675,0.049,0,32,0,0,48,0
0.675,0.05,0,32,0,0,48,0
0.68,0.0,39,11,21,8,1,0
0.68,0.001,38,12,20,8,2,0
0.68,0.002,38,13,19,8,2,0
0.68,0.003,37,15,17,5,6,0
0.68,0.004,37,16,16,5,6,0
0.68,0.005,34,20,12,3,11,0
0.68,0.006,34,21,11,3,11,0
0.68,0.007,34,22,10,2,12,0
0.68,0.008,33,23,9,2,13,0
0.68,0.009,32,24,8,1,15,0
0.68,0.01,31,25,7,1,16,0
0.68,0.011,30,28,4,1,17,0
0.68,0.012,27,29,3,0,21,0
0.68,0.013,25,31,1,0,23,0
0.68,0.014,24,31,1,0,24,0
0.68,0.015,24,31,1,0,24,0
0.68,0.016,22,31,1,0,26,0
0.68,0.017,17,31,1,0,31,0
0.68,0.018,15,31,1,0,33,0
0.68,0.019,13,31,1,0,35,0
0.68,0.02,12,31,1,0,36,0
0.68,0.021,11,31,1,0,37,0
0.68,0.022,10,32,0,0,38,0
0.68,0.023,10,32,0,0,38,9
0.68,0.024,9,32,0,0,39,7
0.68,0.025,7,32,0,0,41,7
0.68,0.026,7,32,0,0,41,7
0.68,0.027,7,32,0,0,41,7
0.68,0.028,7,32,0,0,41,7
0.68,0.029,7,32,0,0,41,7
0.68,0.03,7,32,0,0,41,7
0.68,0.031,7,32,0,0,41,7
0.68,0.032,7,32,0,0,41,5
0.68,0.033,5,32,0,0,43,4
0.68,0.034,4,32,0,0,44,4
0.68,0.035,4,32,0,0,44,4
0.68,0.036,4,32,0,0,44,1
0.68,0.037,1,32,0,0,47,1
0.68,0.038,1,32,0,0,47,1
0.68,0.039,1,32,0,0,47,0
0.68,0.04,0,32,0,0,48,0
0.68,0.041,0,32,0,0,48,0
0.68,0.042,0,32,0,0,48,0
0.68,0.043,0,32,0,0,48,0
0.68,0.044,0,32,0,0,48,0
0.68,0.045,0,32,0,0,48,0
0.68,0.046,0,32,0,0,48,0
0.68,0.047,0,32,0,0,48,0
0.68,0.048,0,32,0,0,48,0
0.68,0.049,0,32,0,0,48,0
0.68,0.05,0,32,0,0,48,0
0.685,0.0,39,11,21,8,1,0
0.685,0.001,38,12,20,8,2,0
0.685,0.002,38,13,19,8,2,0
0.685,0.003,37,15,17,5,6,0
0.685,0.004,37,16,16,5,6,0
0.685,0.005,34,20,12,3,11,0
0.685,0.006,34,21,11,3,11,0
0.685,0.007,34,22,10,2,12,0
0.685,0.008,33,23,9,2,13,0
0.685,0.009,32,24,8,1,15,0
0.685,0.01,31,25,7,1,16,0
0.685,0.011,30,28,4,1,17,0
0.685,0.012,27,29,3,0,21,0
0.685,0.013,25,31,1,0,23,0
0.685,0.014,24,31,1,0,24,0
0.685,0.015,24,31,1,0,24,0
0.685,0.016,22,31,1,0,26,0
0.685,0.017,17,31,1,0,31,0
0.685,0.018,15,31,1,0,33,0
0.685,0.019,13,31,1,0,35,0
0.685,0.02,12,31,1,0,36,0
0.685,0.021,11,31,1,0,37,0
0.685,0.022,10,32,0,0,38,0
0.685,0.023,10,32,0,0,38,9
0.685,0.024,9,32,0,0,39,7
0.685,0.025,7,32,0,0,41,7
0.685,0.026,7,32,0,0,41,7
0.685,0.027,7,32,0,0,41,7
0.685,0.028,7,32,0,0,41,7
0.685,0.029,7,32,0,0,41,7
0.685,0.03,7,32,0,0,41,7
0.685,0.031,7,32,0,0,41,7
0.685,0.032,7,32,0,0,41,5
0.685,0.033,5,32,0,0,43,4
0.685,0.034,4,32,0,0,44,4
0.685,0.035,4,32,0,0,44,4
0.685,0.036,4,32,0,0,44,1
0.685,0.037,1,32,0,0,47,1
0.685,0.038,1,32,0,0,47,1
0.685,0.039,1,32,0,0,47,0
0.685,0.04,0,32,0,0,48,0
0.685,0.041,0,32,0,0,48,0
0.685,0.042,0,32,0,0,48,0
0.685,0.043,0,32,0,0,48,0
0.685,0.044,0,32,0,0,48,0
0.685,0.045,0,32,0,0,48,0
0.685,0.046,0,32,0,0,48,0
0.685,0.047,0,32,0,0,48,0
0.685,0.048,0,32,0,0,48,0
0.685,0.049,0,32,0,0,48,0
0.685,0.05,0,32,0,0,48,0
0.69,0.0,39,11,21,8,1,0
0.69,0.001,38,12,20,8,2,0
0.69,0.002,38,13,19,8,2,0
0.69,0.003,37,15,17,5,6,0
0.69,0.004,37,16,16,5,6,0
0.69,0.005,34,20,12,3,11,0
0.69,0.006,34,21,11,3,11,0
0.69,0.007,34,22,10,2,12,0
0.69,0.008,33,23,9,2,13,0
0.69,0.009,32,24,8,1,15,0
0.69,0.01,31,25,7,1,16,0
0.69,0.011,30,28,4,1,17,0
0.69,0.012,27,29,3,0,21,0
0.69,0.013,25,31,1,0,23,0
0.69,0.014,24,31,1,0,24,0
0.69,0.015,24,31,1,0,24,0
0.69,0.016,22,31,1,0,26,0
0.69,0.017,17,31,1,0,31,0
0.69,0.018,15,31,1,0,33,0
0.69,0.019,13,31,1,0,35,0
0.69,0.02,12,31,1,0,36,0
0.69,0.021,11,31,1,0,37,0
0.69,0.022,10,32,0,0,38,0
0.69,0.023,10,32,0,0,38,9
0.69,0.024,9,32,0,0,39,7
0.69,0.025,7,32,0,0,41,7
0.69,0.026,7,32,0,0,41,7
0.69,0.027,7,32,0,0,41,7
0.69,0.028,7,32,0,0,41,7
0.69,0.029,7,32,0,0,41,7
0.69,0.03,7,32,0,0,41,7
0.69,0.031,7,32,0,0,41,7
0.69,0.032,7,32,0,0,41,5
0.69,0.033,5,32,0,0,43,4
0.69,0.034,4,32,0,0,44,4
0.69,0.035,4,32,0,0,44,4
0.69,0.036,4,32,0,0,44,1
0.69,0.037,1,32,0,0,47,1
0.69,0.038,1,32,0,0,47,1
0.69,0.039,1,32,0,0,47,0
0.69,0.04,0,32,0,0,48,0
0.69,0.041,0,32,0,0,48,0
0.69,0.042,0,32,0,0,48,0
0.69,0.043,0,32,0,0,48,0
0.69,0.044,0,32,0,0,48,0
0.69,0.045,0,32,0,0,48,0
0.69,0.046,0,32,0,0,48,0
0.69,0.047,0,32,0,0,48,0
0.69,0.048,0,32,0,0,48,0
0.69,0.049,0,32,0,0,48,0
0.69,0.05,0,32,0,0,48,0
0.695,0.0,39,11,21,8,1,0
0.695,0.001,38,12,20,8,2,0
0.695,0.002,38,13,19,8,2,0
0.695,0.003,37,15,17,5,6,0
0.695,0.004,37,16,16,5,6,0
0.695,0.005,34,20,12,3,11,0
0.695,0.006,34,21,11,3,11,0
0.695,0.007,34,22,10,2,12,0
0.695,0.008,33,23,9,2,13,0
0.695,0.009,32,24,8,1,15,0
0.695,0.01,31,25,7,1,16,0
0.695,0.011,30,28,4,1,17,0
0.695,0.012,27,29,3,0,21,0
0.695,0.013,25,31,1,0,23,0
0.695,0.014,24,31,1,0,24,0
0.695,0.015,24,31,1,0,24,0
0.695,0.016,22,31,1,0,26,0
0.695,0.017,17,31,1,0,31,0
0.695,0.018,15,31,1,0,33,0
0.695,0.019,13,31,1,0,35,0
0.695,0.02,12,31,1,0,36,0
0.695,0.021,11,31,1,0,37,0
0.695,0.022,10,32,0,0,38,0
0.695,0.023,10,32,0,0,38,9
0.695,0.024,9,32,0,0,39,7
0.695,0.025,7,32,0,0,41,7
0.695,0.026,7,32,0,0,41,7
0.695,0.027,7,32,0,0,41,7
0.695,0.028,7,32,0,0,41,7
0.695,0.029,7,32,0,0,41,7
0.695,0.03,7,32,0,0,41,7
0.695,0.031,7,32,0,0,41,7
0.695,0.032,7,32,0,0,41,5
0.695,0.033,5,32,0,0,43,4
0.695,0.034,4,32,0,0,44,4
0.695,0.035,4,32,0,0,44,4
0.695,0.036,4,32,0,0,44,1
0.695,0.037,1,32,0,0,47,1
0.695,0.038,1,32,0,0,47,1
0.695,0.039,1,32,0,0,47,0
0.695,0.04,0,32,0,0,48,0
0.695,0.041,0,32,0,0,48,0
0.695,0.042,0,32,0,0,48,0
0.695,0.043,0,32,0,0,48,0
0.695,0.044,0,32,0,0,48,0
0.695,0.045,0,32,0,0,48,0
0.695,0.046,0,32,0,0,48,0
0.695,0.047,0,32,0,0,48,0
0.695,0.048,0,32,0,0,48,0
0.695,0.049,0,32,0,0,48,0
0.695,0.05,0,32,0,0,48,0
0.7,0.0,39,11,21,8,1,0
0.7,0.001,38,12,20,8,2,0
0.7,0.002,38,13,19,8,2,0
0.7,0.003,37,15,17,5,6,0
0.7,0.004,37,16,16,5,6,0
0.7,0.005,34,20,12,3,11,0
0.7,0.006,34,21,11,3,11,0
0.7,0.007,34,22,10,2,12,0
0.7,0.008,33,23,9,2,13,0
0.7,0.009,32,24,8,1,15,0
0.7,0.01,31,25,7,1,16,0
0.7,0.011,30,28,4,1,17,0
0.7,0.012,27,29,3,0,21,0
0.7,0.013,25,31,1,0,23,0
0.7,0.014,24,31,1,0,24,0
0.7,0.015,24,31,1,0,24,0
0.7,0.016,22,31,1,0,26,0
0.7,0.017,17,31,1,0,31,0
0.7,0.018,15,31,1,0,33,0
0.7,0.019,13,31,1,0,35,0
0.7,0.02,12,31,1,0,36,0
0.7,0.021,11,31,1,0,37,0
0.7,0.022,10,32,0,0,38,0
0.7,0.023,10,32,0,0,38,9
0.7,0.024,9,32,0,0,39,7
0.7,0.025,7,32,0,0,41,7
0.7,0.026,7,32,0,0,41,7
0.7,0.027,7,32,0,0,41,7
0.7,0.028,7,32,0,0,41,7
0.7,0.029,7,32,0,0,41,7
0.7,0.03,7,32,0,0,41,7
0.7,0.031,7,32,0,0,41,7
0.7,0.032,7,32,0,0,41,5
0.7,0.033,5,32,0,0,43,4
0.7,0.034,4,32,0,0,44,4
0.7,0.035,4,32,0,0,44,4
0.7,0.036,4,32,0,0,44,1
0.7,0.037,1,32,0,0,47,1
0.7,0.038,1,32,0,0,47,1
0.7,0.039,1,32,0,0,47,0
0.7,0.04,0,32,0,0,48,0
0.7,0.041,0,32,0,0,48,0
0.7,0.042,0,32,0,0,48,0
0.7,0.043,0,32,0,0,48,0
0.7,0.044,0,32,0,0,48,0
0.7,0.045,0,32,0,0,48,0
0.7,0.046,0,32,0,0,48,0
0.7,0.047,0,32,0,0,48,0
0.7,0.048,0,32,0,0,48,0
0.7,0.049,0,32,0,0,48,0
0.7,0.05,0,32,0,0,48,0
0.705,0.0,39,11,21,8,1,0
0.705,0.001,38,12,20,8,2,0
0.705,0.002,38,13,19,8,2,0
0.705,0.003,37,15,17,5,6,0
0.705,0.004,37,16,16,5,6,0
0.705,0.005,34,20,12,3,11,0
0.705,0.006,34,21,11,3,11,0
0.705,0.007,34,22,10,2,12,0
0.705,0.008,33,23,9,2,13,0
0.705,0.009,32,24,8,1,15,0
0.705,0.01,31,25,7,1,16,0
0.705,0.011,30,28,4,1,17,0
0.705,0.012,27,29,3,0,21,0
0.705,0.013,25,31,1,0,23,0
0.705,0.014,24,31,1,0,24,0
0.705,0.015,24,31,1,0,24,0
0.705,0.016,22,31,1,0,26,0
0.705,0.017,17,31,1,0,31,0
0.705,0.018,15,31,1,0,33,0
0.705,0.019,13,31,1,0,35,0
0.705,0.02,12,31,1,0,36,0
0.705,0.021,11,31,1,0,37,0
0.705,0.022,10,32,0,0,38,0
0.705,0.023,10,32,0,0,38,9
0.705,0.024,9,32,0,0,39,7
0.705,0.025,7,32,0,0,41,7
0.705,0.026,7,32,0,0,41,7
0.705,0.027,7,32,0,0,41,7
0.705,0.028,7,32,0,0,41,7
0.705,0.029,7,32,0,0,41,7
0.705,0.03,7,32,0,0,41,7
0.705,0.031,7,32,0,0,41,7
0.705,0.032,7,32,0,0,41,5
0.705,0.033,5,32,0,0,43,4
0.705,0.034,4,32,0,0,44,4
0.705,0.035,4,32,0,0,44,4
0.705,0.036,4,32,0,0,44,1
0.705,0.037,1,32,0,0,47,1
0.705,0.038,1,32,0,0,47,1
0.705,0.039,1,32,0,0,47,0
0.705,0.04,0,32,0,0,48,0
0.705,0.041,0,32,0,0,48,0
0.705,0.042,0,32,0,0,48,0
0.705,0.043,0,32,0,0,48,0
0.705,0.044,0,32,0,0,48,0
0.705,0.045,0,32,0,0,48,0
0.705,0.046,0,32,0,0,48,0
0.705,0.047,0,32,0,0,48,0
0.705,0.048,0,32,0,0,48,0
0.705,0.049,0,32,0,0,48,0
0.705,0.05,0,32,0,0,48,0
0.71,0.0,39,11,21,8,1,0
0.71,0.001,38,12,20,8,2,0
0.71,0.002,38,13,19,8,2,0
0.71,0.003,37,15,17,5,6,0
0.71,0.004,37,16,16,5,6,0
0.71,0.005,34,20,12,3,11,0
0.71,0.006,34,21,11,3,11,0
0.71,0.007,34,22,10,2,12,0
0.71,0.008,33,23,9,2,13,0
0.71,0.009,32,24,8,1,15,0
0.71,0.01,31,25,7,1,16,0
0.71,0.011,30,28,4,1,17,0
0.71,0.012,27,29,3,0,21,0
0.71,0.013,25,31,1,0,23,0
0.71,0.014,24,31,1,0,24,0
0.71,0.015,24,31,1,0,24,0
0.71,0.016,22,31,1,0,26,0
0.71,0.017,17,31,1,0,31,0
0.71,0.018,15,31,1,0,33,0
0.71,0.019,13,31,1,0,35,0
0.71,0.02,12,31,1,0,36,0
0.71,0.021,11,31,1,0,37,0
0.71,0.022,10,32,0,0,38,0
0.71,0.023,10,32,0,0,38,9
0.71,0.024,9,32,0,0,39,7
0.71,0.025,7,32,0,0,41,7
0.71,0.026,7,32,0,0,41,7
0.71,0.027,7,32,0,0,41,7
0.71,0.028,7,32,0,0,41,7
0.71,0.029,7,32,0,0,41,7
0.71,0.03,7,32,0,0,41,7
0.71,0.031,7,32,0,0,41,7
0.71,0.032,7,32,0,0,41,5
0.71,0.033,5,32,0,0,43,4
0.71,0.034,4,32,0,0,44,4
0.71,0.035,4,32,0,0,44,4
0.71,0.036,4,32,0,0,44,1
0.71,0.037,1,32,0,0,47,1
0.71,0.038,1,32,0,0,47,1
0.71,0.039,1,32,0,0,47,0
0.71,0.04,0,32,0,0,48,0
0.71,0.041,0,32,0,0,48,0
0.71,0.042,0,32,0,0,48,0
0.71,0.043,0,32,0,0,48,0
0.71,0.044,0,32,0,0,48,0
0.71,0.045,0,32,0,0,48,0
0.71,0.046,0,32,0,0,48,0
0.71,0.047,0,32,0,0,48,0
0.71,0.048,0,32,0,0,48,0
0.71,0.049,0,32,0,0,48,0
0.71,0.05,0,32,0,0,48,0
0.715,0.0,39,11,21,8,1,0
0.715,0.001,38,12,20,8,2,0
0.715,0.002,38,13,19,8,2,0
0.715,0.003,37,15,17,5,6,0
0.715,0.004,37,16,16,5,6,0
0.715,0.005,34,20,12,3,11,0
0.715,0.006,34,21,11,3,11,0
0.715,0.007,34,22,10,2,12,0
0.715,0.008,33,23,9,2,13,0
0.715,0.009,32,24,8,1,15,0
0.715,0.01,31,25,7,1,16,0
0.715,0.011,30,28,4,1,17,0
0.715,0.012,27,29,3,0,21,0
0.715,0.013,25,31,1,0,23,0
0.715,0.014,24,31,1,0,24,0
0.715,0.015,24,31,1,0,24,0
0.715,0.016,22,31,1,0,26,0
0.715,0.017,17,31,1,0,31,0
0.715,0.018,15,31,1,0,33,0
0.715,0.019,13,31,1,0,35,0
0.715,0.02,12,31,1,0,36,0
0.715,0.021,11,31,1,0,37,0
0.715,0.022,10,32,0,0,38,0
0.715,0.023,10,32,0,0,38,9
0.715,0.024,9,32,0,0,39,7
0.715,0.025,7,32,0,0,41,7
0.715,0.026,7,32,0,0,41,7
0.715,0.027,7,32,0,0,41,7
0.715,0.028,7,32,0,0,41,7
0.715,0.029,7,32,0,0,41,7
0.715,0.03,7,32,0,0,41,7
0.715,0.031,7,32,0,0,41,7
0.715,0.032,7,32,0,0,41,5
0.715,0.033,5,32,0,0,43,4
0.715,0.034,4,32,0,0,44,4
0.715,0.035,4,32,0,0,44,4
0.715,0.036,4,32,0,0,44,1
0.715,0.037,1,32,0,0,47,1
0.715,0.038,1,32,0,0,47,1
0.715,0.039,1,32,0,0,47,0
0.715,0.04,0,32,0,0,48,0
0.715,0.041,0,32,0,0,48,0
0.715,0.042,0,32,0,0,48,0
0.715,0.043,0,32,0,0,48,0
0.715,0.044,0,32,0,0,48,0
0.715,0.045,0,32,0,0,48,0
0.715,0.046,0,32,0,0,48,0
0.715,0.047,0,32,0,0,48,0
0.715,0.048,0,32,0,0,48,0
0.715,0.049,0,32,0,0,48,0
0.715,0.05,0,32,0,0,48,0
0.72,0.0,39,11,21,8,1,0
0.72,0.001,38,12,20,8,2,0
0.72,0.002,38,13,19,8,2,0
0.72,0.003,37,15,17,5,6,0
0.72,0.004,37,16,16,5,6,0
0.72,0.005,34,20,12,3,11,0
0.72,0.006,34,21,11,3,11,0
0.72,0.007,34,22,10,2,12,0
0.72,0.008,33,23,9,2,13,0
0.72,0.009,32,24,8,1,15,0
0.72,0.01,31,25,7,1,16,0
0.72,0.011,30,28,4,1,17,0
0.72,0.012,27,29,3,0,21,0
0.72,0.013,25,31,1,0,23,0
0.72,0.014,24,31,1,0,24,0
0.72,0.015,24,31,1,0,24,0
0.72,0.016,22,31,1,0,26,0
0.72,0.017,17,31,1,0,31,0
0.72,0.018,15,31,1,0,33,0
0.72,0.019,13,31,1,0,35,0
0.72,0.02,12,31,1,0,36,0
0.72,0.021,11,31,1,0,37,0
0.72,0.022,10,32,0,0,38,0
0.72,0.023,10,32,0,0,38,9
0.72,0.024,9,32,0,0,39,7
0.72,0.025,7,32,0,0,41,7
0.72,0.026,7,32,0,0,41,7
0.72,0.027,7,32,0,0,41,7
0.72,0.028,7,32,0,0,41,7
0.72,0.029,7,32,0,0,41,7
0.72,0.03,7,32,0,0,41,7
0.72,0.031,7,32,0,0,41,7
0.72,0.032,7,32,0,0,41,5
0.72,0.033,5,32,0,0,43,4
0.72,0.034,4,32,0,0,44,4
0.72,0.035,4,32,0,0,44,4
0.72,0.036,4,32,0,0,44,1
0.72,0.037,1,32,0,0,47,1
0.72,0.038,1,32,0,0,47,1
0.72,0.039,1,32,0,0,47,0
0.72,0.04,0,32,0,0,48,0
0.72,0.041,0,32,0,0,48,0
0.72,0.042,0,32,0,0,48,0
0.72,0.043,0,32,0,0,48,0
0.72,0.044,0,32,0,0,48,0
0.72,0.045,0,32,0,0,48,0
0.72,0.046,0,32,0,0,48,0
0.72,0.047,0,32,0,0,48,0
0.72,0.048,0,32,0,0,48,0
0.72,0.049,0,32,0,0,48,0
0.72,0.05,0,32,0,0,48,0
